web-scraper-order,web-scraper-start-url,Overall rating,Cuisine,Food rating,Service rating,Value rating,Atmosphere rating,Price range,Review titles,Review text,Awards,Five stars,Four stars,Three stars,Two stars,One star,Number of reviews,Restaurant
1587880495-39432,https://en.tripadvisor.com.hk/Restaurant_Review-g60763-d10471816-Reviews-Le_CouCou_Restaurant-New_York_City_New_York.html,4.5,French,45,45,40,null,$$$$,,"This Restaurant obtained a Michelin Star and ever since then it was very difficult to get a reservation. Luckily, our daughter booked it several weeks ago. The interior was designed beautifully by Roman and Williams, with heaps of chandeliers. Linen covered tables with candles.
We had the four course meal and between us tried the Celeri Remoulade au Crabe (excellent), the Foie Gras Artichaut (very good), the Dover sole and the pigeon (outstanding).
Their house cocktail is the English Milk Punch, which we enjoyed and then managed to find just about affordable wines from their ginormous wine list: we had Boulay La Cote Sancerre and a Clos Du Marquis, as well as a small bottle Marengo Muscat to go with the Foie Gras. 
The service was good and friendly (with a hint of attitude by some) and we had a most enjoyable evening.",Certificate of Excellence2018 - 2019 Winner,295,80,47,15,13,522 reviews,Le Coucou
1587880495-39417,https://en.tripadvisor.com.hk/Restaurant_Review-g60763-d10471816-Reviews-Le_CouCou_Restaurant-New_York_City_New_York.html,4.5,French,45,45,40,null,$$$$,Good but OVERPRICED,,Certificate of Excellence2018 - 2019 Winner,295,80,47,15,13,522 reviews,Le Coucou
1587880495-39419,https://en.tripadvisor.com.hk/Restaurant_Review-g60763-d10471816-Reviews-Le_CouCou_Restaurant-New_York_City_New_York.html,4.5,French,45,45,40,null,$$$$,Very French tasty food served efficiently in a pleasant room,,Certificate of Excellence2018 - 2019 Winner,295,80,47,15,13,522 reviews,Le Coucou
1587880495-39434,https://en.tripadvisor.com.hk/Restaurant_Review-g60763-d10471816-Reviews-Le_CouCou_Restaurant-New_York_City_New_York.html,4.5,French,45,45,40,null,$$$$,,The location is a bit out of the way in a nondescript  part of the city however once you walk through their doors you find yourself in  golden lit dining rooms with the comfortable buzz of  conversations from the happy diners.    The tone is casual...More,Certificate of Excellence2018 - 2019 Winner,295,80,47,15,13,522 reviews,Le Coucou
1587880495-39420,https://en.tripadvisor.com.hk/Restaurant_Review-g60763-d10471816-Reviews-Le_CouCou_Restaurant-New_York_City_New_York.html,4.5,French,45,45,40,null,$$$$,One of the top French restaurant in NYC.,,Certificate of Excellence2018 - 2019 Winner,295,80,47,15,13,522 reviews,Le Coucou
1587880495-39431,https://en.tripadvisor.com.hk/Restaurant_Review-g60763-d10471816-Reviews-Le_CouCou_Restaurant-New_York_City_New_York.html,4.5,French,45,45,40,null,$$$$,,We visited this place because of the michelin guide. Good french food with well balanced flavours. a true gem,Certificate of Excellence2018 - 2019 Winner,295,80,47,15,13,522 reviews,Le Coucou
1587880495-39421,https://en.tripadvisor.com.hk/Restaurant_Review-g60763-d10471816-Reviews-Le_CouCou_Restaurant-New_York_City_New_York.html,4.5,French,45,45,40,null,$$$$,Michelin well deserved!,,Certificate of Excellence2018 - 2019 Winner,295,80,47,15,13,522 reviews,Le Coucou
1587880495-39422,https://en.tripadvisor.com.hk/Restaurant_Review-g60763-d10471816-Reviews-Le_CouCou_Restaurant-New_York_City_New_York.html,4.5,French,45,45,40,null,$$$$,Excellent Food,,Certificate of Excellence2018 - 2019 Winner,295,80,47,15,13,522 reviews,Le Coucou
1587880495-39433,https://en.tripadvisor.com.hk/Restaurant_Review-g60763-d10471816-Reviews-Le_CouCou_Restaurant-New_York_City_New_York.html,4.5,French,45,45,40,null,$$$$,,"We have been to Le CouCou before and had a wonderful food experience but this time it was even better. The service was exceptional and the food was faultless. We had the quenelle of Pike with beurre blanc and caviar, it sounds much better in French and the Maine lobster in a pepper sauce which sounds like it doesn’t belong but it absolutely does, a wonderful bottle of wine and fabulous company. It is an absolute must to visit but be sure to book.",Certificate of Excellence2018 - 2019 Winner,295,80,47,15,13,522 reviews,Le Coucou
1587880495-39416,https://en.tripadvisor.com.hk/Restaurant_Review-g60763-d10471816-Reviews-Le_CouCou_Restaurant-New_York_City_New_York.html,4.5,French,45,45,40,null,$$$$,Greatest anniversary meal!,,Certificate of Excellence2018 - 2019 Winner,295,80,47,15,13,522 reviews,Le Coucou
1587880495-39430,https://en.tripadvisor.com.hk/Restaurant_Review-g60763-d10471816-Reviews-Le_CouCou_Restaurant-New_York_City_New_York.html,4.5,French,45,45,40,null,$$$$,,"Absolutely great... this was my fourth visit and still... You cannot choose wrong on their France-focused menu, but I must say the lunch pre-fixe is of great value. Dinner is definitely more expensive. 
My personal favorite was the foie gras crepinette, but everything was great. Definitely worth the visit for a special occasion, be it a romantic spot for date night, or a group dinner with friends.
One of the top French restaurant in NYC.",Certificate of Excellence2018 - 2019 Winner,295,80,47,15,13,522 reviews,Le Coucou
1587880495-39427,https://en.tripadvisor.com.hk/Restaurant_Review-g60763-d10471816-Reviews-Le_CouCou_Restaurant-New_York_City_New_York.html,4.5,French,45,45,40,null,$$$$,,"Even though we just came back from France, we missed French food already. Le Coucou is an old-time classic French restaurant located in Chinatown in a hotel; a French restaurant that is half-staffed with Asians, ironically. The food is good. But good French food like this is around every corner in Nice, France where we’ve just visited, at about a third of the price. This place is way, way overpriced for good but not spectacular food. I left wondering how they’ve earned one Michelin Star. In NYC, there are many one Michelin-started restaurants that have much much better value.",Certificate of Excellence2018 - 2019 Winner,295,80,47,15,13,522 reviews,Le Coucou
1587880495-39415,https://en.tripadvisor.com.hk/Restaurant_Review-g60763-d10471816-Reviews-Le_CouCou_Restaurant-New_York_City_New_York.html,4.5,French,45,45,40,null,$$$$,Good staff!,,Certificate of Excellence2018 - 2019 Winner,295,80,47,15,13,522 reviews,Le Coucou
1587880495-39428,https://en.tripadvisor.com.hk/Restaurant_Review-g60763-d10471816-Reviews-Le_CouCou_Restaurant-New_York_City_New_York.html,4.5,French,45,45,40,null,$$$$,,"My French foodie colleague recommended this, and we were very happy with the food. Lobster was my favorite dish! The atmosphere is also amazing, really recommend for a date or night out.",Certificate of Excellence2018 - 2019 Winner,295,80,47,15,13,522 reviews,Le Coucou
1587880574-39442,https://en.tripadvisor.com.hk/Restaurant_Review-g60763-d3193810-Reviews-The_NoMad_Restaurant-New_York_City_New_York.html,4.5,American,45,45,40,45,$$$$,Excellent food & service,,Certificate of Excellence2016 - 2019 Winner,476,202,71,37,16,"1,018 reviews",NoMad
1587880574-39437,https://en.tripadvisor.com.hk/Restaurant_Review-g60763-d3193810-Reviews-The_NoMad_Restaurant-New_York_City_New_York.html,4.5,American,45,45,40,45,$$$$,great lunch choice,,Certificate of Excellence2016 - 2019 Winner,476,202,71,37,16,"1,018 reviews",NoMad
1587880574-39447,https://en.tripadvisor.com.hk/Restaurant_Review-g60763-d3193810-Reviews-The_NoMad_Restaurant-New_York_City_New_York.html,4.5,American,45,45,40,45,$$$$,,the iconic library inside the hotel restaurant was a new treat for this New Yorker.  I'll be back for breakfast and dinner.,Certificate of Excellence2016 - 2019 Winner,476,202,71,37,16,"1,018 reviews",NoMad
1587880574-39452,https://en.tripadvisor.com.hk/Restaurant_Review-g60763-d3193810-Reviews-The_NoMad_Restaurant-New_York_City_New_York.html,4.5,American,45,45,40,45,$$$$,,"Great Dining Room, Great Bar and excellent food & service.
The venison was the best i have ever had (if a little small) and the staff had picked up on the fact that it was our last night in New York and surprised us with an extra dessert called ""milk & honey"", which was superb (I'm guessing it was the Host). These extra details make all the difference and show what great service they provide.
The Host also mentioned to us that there is a Nomad opening in London this year - I will definitely keep a look out for this and will look forward to eating there.",Certificate of Excellence2016 - 2019 Winner,476,202,71,37,16,"1,018 reviews",NoMad
1587880574-39446,https://en.tripadvisor.com.hk/Restaurant_Review-g60763-d3193810-Reviews-The_NoMad_Restaurant-New_York_City_New_York.html,4.5,American,45,45,40,45,$$$$,,"A very comfortable restaurant with delicious food and perfect service
The server was friendly and brought us a n extra appetizers   Our Cobb salad was filled with delicious foods, creativity plated.",Certificate of Excellence2016 - 2019 Winner,476,202,71,37,16,"1,018 reviews",NoMad
1587880574-39445,https://en.tripadvisor.com.hk/Restaurant_Review-g60763-d3193810-Reviews-The_NoMad_Restaurant-New_York_City_New_York.html,4.5,American,45,45,40,45,$$$$,,"Brunch at The Nomad to kick off my best friend’s birthday weekend in NYC was only fitting. I mean, you can’t go wrong with a place awarded a Michelin star and opened by the same team behind Eleven Madison Park, or can you?
I was getting old New York glam vibe with the red velvet fabric from the curtains and seats in the main dining area which was where our reserved table was. There’s seating in the courtyard as well which I thought had a whimsical and casual feel to it. 
Gin-based cocktail to start please! With sweet and tarty notes to wake up my tastebuds, Nod to Nothing prepared me for my meal. For food, first came the Brussels Sprouts fried with cayenne and brown sugar served alongside buttermilk for dipping. I’ve never seen this preparation before and I’m not exaggerating, this has been the best I’ve had yet. A little thrown off, I expected the Chicken Sandwich to be fried. On the menu it says “Chicken Sandwich - brioche, black truffles and foie gras”. Sounds like a winner, yes? Maybe if it was fried. The Carbonara was the one dish I was looking forward to but a shame how underwhelming it was. 
On the bright side, it was only the beginning of a fun-filled celebratory weekend and I don’t have to worry about getting a reservation and spending an arm and a leg at Eleven Madison Park anymore.",Certificate of Excellence2016 - 2019 Winner,476,202,71,37,16,"1,018 reviews",NoMad
1587880574-39454,https://en.tripadvisor.com.hk/Restaurant_Review-g60763-d3193810-Reviews-The_NoMad_Restaurant-New_York_City_New_York.html,4.5,American,45,45,40,45,$$$$,,"We enjoyed the roast chicken three ways immensely. The vibe here is dark, hip, very cool. Seating was comfortable and the service was absolutely perfect. In addition to the chicken, we recommend the tuna tartare and the ""milk & honey"" dessert was absolutely lovely. It was packed, but somehow not too loud, something I find rare these days.",Certificate of Excellence2016 - 2019 Winner,476,202,71,37,16,"1,018 reviews",NoMad
1587880574-39444,https://en.tripadvisor.com.hk/Restaurant_Review-g60763-d3193810-Reviews-The_NoMad_Restaurant-New_York_City_New_York.html,4.5,American,45,45,40,45,$$$$,Yum.  Such fun too,,Certificate of Excellence2016 - 2019 Winner,476,202,71,37,16,"1,018 reviews",NoMad
1587880574-39443,https://en.tripadvisor.com.hk/Restaurant_Review-g60763-d3193810-Reviews-The_NoMad_Restaurant-New_York_City_New_York.html,4.5,American,45,45,40,45,$$$$,Love the Vibes,,Certificate of Excellence2016 - 2019 Winner,476,202,71,37,16,"1,018 reviews",NoMad
1587880574-39448,https://en.tripadvisor.com.hk/Restaurant_Review-g60763-d3193810-Reviews-The_NoMad_Restaurant-New_York_City_New_York.html,4.5,American,45,45,40,45,$$$$,,"Elegant decor,impeccable service and wonderful menu is a place to have an extravagant dinner. We had the Nomad chicken and it was prepared in 3 different ways,we were not satisfied with our wine but they gave us 2 complementary appetizers.",Certificate of Excellence2016 - 2019 Winner,476,202,71,37,16,"1,018 reviews",NoMad
1587880574-39450,https://en.tripadvisor.com.hk/Restaurant_Review-g60763-d3193810-Reviews-The_NoMad_Restaurant-New_York_City_New_York.html,4.5,American,45,45,40,45,$$$$,,"Simple and Slique – The Nomad Restaurant
If ever you want to have a fine dining experience, but you don’t want to pay the high price of fine dining, do some research and see if your restaurant of choice offers a breakfast service. This way you can have the experience, and not only pay a lower price, but you also have the advantage of dressing very casual (leggings and sneakers). Upon entering the nomad hotel, the dark tapestries give you a sense of mystery, and I immediately think “Prohibition Elegance”. It’s rather dark when you enter the hotel, but it opens to the dining room which is beautifully lit by the natural light of the open ceiling. My server Raul was very attentive, when he walked me to my table, he immediately took my coat and checked it for me. My menu was already placed on my table, so my glass was filled with water and coffee immediately followed. I am a coffee snob, and the coffee here is exceptional. I ordered the omelet with hen of the woods mushrooms which came with multigrain toast and salad greens. The meal was tasty, but the omelet a bit salty. It’s presented with coarse sea salt on top of the omelet, but in my experience coarse sea salt is very salty, and I believe it should only be served on the side. Raul, and another young lady (whose name I did not get) were very attentive to my needs, and when I was ready to leave, I had a rare experience where Raul held my coat up and put it on for me.  It is indeed the little things that I pay close attention to. I enjoyed the meal, but the service took it over the top. I give the meal an 8 and the service a 10… Awesome!",Certificate of Excellence2016 - 2019 Winner,476,202,71,37,16,"1,018 reviews",NoMad
